124.420295	126.144445	audience laughter
128.079715	138.494989	applause
184.132184	193.597415	applause
221.078255	222.133857	audience laughter
226.426639	227.728548	audience laughter
243.808886	244.442247	audience laughter
274.650059	299.403927	applause
368.405114	370.023704	audience laughter
491.066072	492.473541	audience laughter
606.900803	615.908607	applause
859.119319	867.282642	applause
1178.051884	1190.015374	applause
